ticker,date,open,high,low,close,volume
META,2023-01-06,128.97000122070312,130.3300018310547,126.04000091552734,130.02000427246094,27584500
META,2023-01-09,131.16000366210938,132.9499969482422,129.27999877929688,129.47000122070312,26649100
META,2023-01-10,127.2699966430664,133.44000244140625,127.1500015258789,132.99000549316406,28684400
META,2023-01-11,130.9600067138672,133.85000610351562,130.33999633789062,132.88999938964844,25423000
META,2023-01-12,133.44000244140625,137.67999267578125,131.75999450683594,136.7100067138672,30757700
META,2023-01-13,134.97000122070312,137.38999938964844,134.83999633789062,136.97999572753906,22423800
META,2023-01-17,136.17999267578125,136.75,134.25,135.36000061035156,21147600
META,2023-01-18,135.80999755859375,137.25,132.8000030517578,133.02000427246094,20215500
META,2023-01-19,132.49000549316406,137.4499969482422,132.13999938964844,136.14999389648438,28625200
META,2023-01-20,135.88999938964844,139.94000244140625,134.61000061035156,139.3699951171875,28688600
META,2023-01-23,139.2899932861328,143.75999450683594,138.66000366210938,143.27000427246094,27470100
META,2023-01-24,141.69000244140625,145.0,141.36000061035156,143.13999938964844,21970200
META,2023-01-25,141.22000122070312,143.1699981689453,140.30999755859375,141.5,26622000
META,2023-01-26,144.39999389648438,147.50999450683594,143.3000030517578,147.3000030517578,25482100
META,2023-01-27,148.24000549316406,153.19000244140625,147.38999938964844,151.74000549316406,35771900
META,2023-01-30,149.41000366210938,151.1199951171875,146.9499969482422,147.05999755859375,28040100
META,2023-01-31,147.9499969482422,149.8800048828125,147.52000427246094,148.97000122070312,29842100
META,2023-02-01,148.02999877929688,153.5800018310547,147.05999755859375,153.1199951171875,55661000
META,2023-02-02,183.3800048828125,197.16000366210938,180.16000366210938,188.77000427246094,150475700
META,2023-02-03,183.47000122070312,196.77000427246094,182.88999938964844,186.52999877929688,76809700
META,2023-02-06,186.52999877929688,190.6999969482422,185.52000427246094,186.05999755859375,42483800
META,2023-02-07,185.5800018310547,193.77999877929688,184.39999389648438,191.6199951171875,47080700
META,2023-02-08,190.0,190.8300018310547,182.9199981689453,183.42999267578125,36139100
META,2023-02-09,186.1300048828125,186.64999389648438,177.27000427246094,177.9199981689453,37118800
META,2023-02-10,176.35000610351562,178.88999938964844,173.35000610351562,174.14999389648438,33433600
META,2023-02-13,178.22000122070312,181.0,175.82000732421875,179.42999267578125,31463200
META,2023-02-14,177.16000366210938,181.50999450683594,175.8800048828125,179.47999572753906,24034600
META,2023-02-15,176.4199981689453,178.19000244140625,175.3300018310547,177.16000366210938,25308900
META,2023-02-16,172.75,175.85000610351562,171.7899932861328,172.44000244140625,25827500
META,2023-02-17,170.22000122070312,173.17999267578125,169.6999969482422,172.8800048828125,24171300
META,2023-02-21,174.30999755859375,178.1699981689453,171.8800048828125,172.0800018310547,34592600
META,2023-02-22,171.07000732421875,172.75999450683594,169.69000244140625,171.1199951171875,22433200
META,2023-02-23,172.0,173.69000244140625,169.3800048828125,172.0399932861328,20017800
META,2023-02-24,168.63999938964844,170.72000122070312,167.66000366210938,170.38999938964844,19791300
META,2023-02-27,171.8800048828125,173.1199951171875,169.05999755859375,169.5399932861328,19277000
META,2023-02-28,171.89999389648438,177.5500030517578,171.8699951171875,174.94000244140625,46051100
META,2023-03-01,174.58999633789062,177.85000610351562,173.0500030517578,173.4199981689453,30998400
META,2023-03-02,172.3800048828125,175.00999450683594,171.42999267578125,174.52999877929688,17352000
META,2023-03-03,178.9199981689453,186.6199951171875,177.0500030517578,185.25,45877700
META,2023-03-06,188.0,189.66000366210938,184.63999938964844,184.89999389648438,33209400
META,2023-03-07,189.0,190.36000061035156,184.00999450683594,184.50999450683594,36701500
META,2023-03-08,182.8699951171875,185.25999450683594,181.33999633789062,184.97000122070312,19432400
META,2023-03-09,186.35000610351562,188.92999267578125,180.3000030517578,181.69000244140625,26582800
META,2023-03-10,181.00999450683594,184.77000427246094,178.8000030517578,179.50999450683594,25665000
META,2023-03-13,177.9600067138672,183.77999877929688,174.82000732421875,180.89999389648438,24728000
META,2023-03-14,187.5800018310547,194.32000732421875,186.55999755859375,194.02000427246094,41642600
META,2023-03-15,192.9499969482422,197.77999877929688,190.83999633789062,197.75,42123600
META,2023-03-16,198.25999450683594,205.75999450683594,196.08999633789062,204.92999267578125,50447100
META,2023-03-17,200.55999755859375,201.89999389648438,195.42999267578125,195.61000061035156,50141100
META,2023-03-20,198.47999572753906,199.36000061035156,193.63999938964844,197.80999755859375,25186300
META,2023-03-21,203.1999969482422,203.5500030517578,197.9499969482422,202.16000366210938,31827000
META,2023-03-22,202.5,207.3699951171875,199.6699981689453,199.80999755859375,28477800
META,2023-03-23,202.83999633789062,207.8800048828125,202.14999389648438,204.27999877929688,27389700
META,2023-03-24,205.17999267578125,207.5800018310547,203.5500030517578,206.00999450683594,27716400
META,2023-03-27,204.80999755859375,205.86000061035156,201.36000061035156,202.83999633789062,18527200
META,2023-03-28,200.14999389648438,201.02999877929688,197.89999389648438,200.67999267578125,19127300
META,2023-03-29,203.55999755859375,205.72000122070312,202.5399932861328,205.35000610351562,18851100
META,2023-03-30,203.3800048828125,208.08999633789062,202.82000732421875,207.83999633789062,22608300
META,2023-03-31,207.24000549316406,212.1699981689453,206.77000427246094,211.94000244140625,25440300
META,2023-04-03,208.83999633789062,213.49000549316406,208.1999969482422,213.07000732421875,17924600
META,2023-04-04,213.38999938964844,216.24000549316406,212.5399932861328,214.72000122070312,21026400
META,2023-04-05,214.14999389648438,215.19000244140625,209.94000244140625,211.47999572753906,19396600
META,2023-04-06,209.25,216.94000244140625,208.64999389648438,216.10000610351562,26104400
META,2023-04-10,214.7100067138672,215.66000366210938,210.66000366210938,214.75,16106100
META,2023-04-11,215.47999572753906,216.02000427246094,213.41000366210938,213.85000610351562,16710100
META,2023-04-12,214.83999633789062,216.83999633789062,212.5800018310547,214.0,18972200
META,2023-04-13,215.72999572753906,221.14999389648438,215.69000244140625,220.35000610351562,23310400
META,2023-04-14,217.8800048828125,222.11000061035156,217.5500030517578,221.49000549316406,21591200
META,2023-04-17,219.7899932861328,220.97999572753906,217.1300048828125,218.86000061035156,15481900
META,2023-04-18,219.91000366210938,220.44000244140625,216.2100067138672,217.88999938964844,12281000
META,2023-04-19,213.47000122070312,217.3300018310547,212.92999267578125,215.6999969482422,15898100
META,2023-04-20,213.47999572753906,216.75,212.77000427246094,213.07000732421875,16475400
META,2023-04-21,210.2100067138672,213.41000366210938,209.5800018310547,212.88999938964844,17717200
META,2023-04-24,213.67999267578125,213.9199981689453,210.7100067138672,212.7899932861328,15750900
META,2023-04-25,210.82000732421875,211.25999450683594,207.1300048828125,207.5500030517578,19198200
META,2023-04-26,212.5,214.11000061035156,208.8800048828125,209.39999389648438,41992700
META,2023-04-27,239.88999938964844,241.69000244140625,236.77000427246094,238.55999755859375,71196500
META,2023-04-28,239.00999450683594,240.42999267578125,235.75,240.32000732421875,39554000
META,2023-05-01,238.6199951171875,244.0,236.4600067138672,243.17999267578125,29143900
META,2023-05-02,243.17999267578125,244.9199981689453,238.99000549316406,239.24000549316406,24350100
META,2023-05-03,239.47000122070312,241.75,232.75,237.02999877929688,34463900
META,2023-05-04,236.05999755859375,238.1999969482422,232.92999267578125,233.52000427246094,17889400
META,2023-05-05,232.24000549316406,234.67999267578125,229.85000610351562,232.77999877929688,27000500
META,2023-05-08,231.4199981689453,235.6199951171875,230.27000427246094,233.27000427246094,16400500
META,2023-05-09,231.4600067138672,235.8800048828125,231.0800018310547,233.3699951171875,16865600
META,2023-05-10,236.1699981689453,236.75,230.72000122070312,233.0800018310547,19119000
META,2023-05-11,233.0500030517578,238.2100067138672,232.3000030517578,235.7899932861328,20449000
META,2023-05-12,236.74000549316406,236.9600067138672,231.4499969482422,233.80999755859375,16161400
META,2023-05-15,236.9199981689453,240.25999450683594,235.3300018310547,238.86000061035156,20653200
META,2023-05-16,235.7899932861328,239.63999938964844,235.52000427246094,238.82000732421875,18163800
META,2023-05-17,238.4499969482422,243.83999633789062,238.13999938964844,242.49000549316406,21193100
META,2023-05-18,241.3000030517578,247.08999633789062,241.19000244140625,246.85000610351562,22943300
META,2023-05-19,247.47000122070312,248.69000244140625,243.41000366210938,245.63999938964844,21733600
META,2023-05-22,245.41000366210938,253.57000732421875,245.1199951171875,248.32000732421875,27738500
META,2023-05-23,246.80999755859375,251.61000061035156,246.64999389648438,246.74000549316406,17748100
META,2023-05-24,245.27999877929688,249.58999633789062,244.9499969482422,249.2100067138672,17724300
META,2023-05-25,253.39999389648438,255.6199951171875,249.1699981689453,252.69000244140625,22371400
META,2023-05-26,252.92999267578125,262.30999755859375,252.7100067138672,262.0400085449219,25727200
META,2023-05-30,265.25,268.6499938964844,261.2900085449219,262.5199890136719,23816500
META,2023-05-31,260.0,265.0,258.45001220703125,264.7200012207031,25473700
META,2023-06-01,265.8999938964844,274.0,265.8900146484375,272.6099853515625,25609500
META,2023-06-02,272.6600036621094,275.3500061035156,271.1199951171875,272.6099853515625,19416900
META,2023-06-05,270.29998779296875,275.57000732421875,269.55999755859375,271.3900146484375,20742900
META,2023-06-06,270.1400146484375,276.57000732421875,269.69000244140625,271.1199951171875,19419000
META,2023-06-07,271.6700134277344,274.25,262.79998779296875,263.6000061035156,26163600
META,2023-06-08,260.6199951171875,267.6499938964844,258.8800048828125,264.5799865722656,20899400
META,2023-06-09,262.4800109863281,267.95001220703125,261.70001220703125,264.95001220703125,16949800
META,2023-06-12,267.1700134277344,271.75,265.3299865722656,271.04998779296875,15442500
META,2023-06-13,274.8800048828125,275.7200012207031,269.0899963378906,271.32000732421875,16164000
META,2023-06-14,271.8900146484375,274.989990234375,268.32000732421875,273.3500061035156,19175100
META,2023-06-15,272.29998779296875,283.989990234375,271.4200134277344,281.8299865722656,25973500
META,2023-06-16,284.75,287.8500061035156,280.1300048828125,281.0,43127700
META,2023-06-20,278.7300109863281,284.79998779296875,276.2200012207031,284.3299865722656,20701600
META,2023-06-21,283.5299987792969,284.0,278.3599853515625,281.6400146484375,20556200
META,2023-06-22,279.0799865722656,285.260009765625,277.7900085449219,284.8800048828125,17563100
META,2023-06-23,281.510009765625,289.6700134277344,278.95001220703125,288.7300109863281,51092000
META,2023-06-26,288.70001220703125,289.7900085449219,277.6000061035156,278.4700012207031,24232700
META,2023-06-27,282.010009765625,289.3500061035156,280.6499938964844,287.04998779296875,26108300
META,2023-06-28,284.82000732421875,289.54998779296875,284.05999755859375,285.2900085449219,16722100
META,2023-06-29,284.5,286.57000732421875,280.69000244140625,281.5299987792969,15395700
META,2023-06-30,284.760009765625,289.04998779296875,284.4200134277344,286.9800109863281,19694900
META,2023-07-03,286.70001220703125,289.3999938964844,284.8500061035156,286.0199890136719,8629300
META,2023-07-05,287.6499938964844,298.1199951171875,286.3599853515625,294.3699951171875,33865500
META,2023-07-06,295.8900146484375,298.1199951171875,291.30999755859375,291.989990234375,47600500
META,2023-07-07,292.17999267578125,296.20001220703125,288.6600036621094,290.5299987792969,25586000
META,2023-07-10,295.54998779296875,298.1300048828125,287.04998779296875,294.1000061035156,37058300
META,2023-07-11,293.8999938964844,300.17999267578125,291.8999938964844,298.2900085449219,27585900
META,2023-07-12,301.75,309.45001220703125,300.1000061035156,309.3399963378906,36677100
META,2023-07-13,313.6199951171875,316.239990234375,310.2900085449219,313.4100036621094,30281000
META,2023-07-14,311.7900085449219,314.8800048828125,307.3599853515625,308.8699951171875,23054100
META,2023-07-17,307.5400085449219,311.7099914550781,304.7099914550781,310.6199951171875,25323100
META,2023-07-18,310.8800048828125,314.20001220703125,307.6199951171875,312.04998779296875,20731900
META,2023-07-19,313.0299987792969,318.67999267578125,310.5199890136719,316.010009765625,21763700
META,2023-07-20,313.5,315.5400085449219,302.2200012207031,302.5199890136719,23836900
META,2023-07-21,304.57000732421875,305.4599914550781,291.20001220703125,294.260009765625,42139300
META,2023-07-24,295.7799987792969,297.5199890136719,288.29998779296875,291.6099853515625,24915700
META,2023-07-25,295.19000244140625,298.29998779296875,291.8599853515625,294.4700012207031,19585600
META,2023-07-26,301.19000244140625,301.7699890136719,291.8999938964844,298.57000732421875,47256900
META,2023-07-27,325.1199951171875,325.3500061035156,309.8399963378906,311.7099914550781,64229200
META,2023-07-28,316.8800048828125,326.20001220703125,314.25,325.4800109863281,39220300
META,2023-07-31,323.69000244140625,325.6600036621094,317.5899963378906,318.6000061035156,25799600
META,2023-08-01,317.5400085449219,324.1400146484375,314.6600036621094,322.7099914550781,22817900
META,2023-08-02,318.0,318.3900146484375,310.6499938964844,314.30999755859375,20461100
META,2023-08-03,309.92999267578125,315.95001220703125,309.92999267578125,313.19000244140625,15180200
META,2023-08-04,314.9599914550781,318.4100036621094,310.20001220703125,310.7300109863281,17612800
META,2023-08-07,313.2300109863281,317.07000732421875,310.4599914550781,316.55999755859375,16236500
META,2023-08-08,314.3999938964844,317.8900146484375,310.1099853515625,312.6400146484375,15183500
META,2023-08-09,312.8800048828125,313.6300048828125,302.8500061035156,305.2099914550781,19955800
META,2023-08-10,307.94000244140625,312.3399963378906,303.8699951171875,305.739990234375,14358900
META,2023-08-11,302.57000732421875,304.7200012207031,300.3599853515625,301.6400146484375,14046300
META,2023-08-14,300.9800109863281,306.2099914550781,298.25,306.19000244140625,15641900
META,2023-08-15,306.1400146484375,307.2300109863281,300.0299987792969,301.95001220703125,11623600
META,2023-08-16,300.20001220703125,301.0799865722656,294.2799987792969,294.2900085449219,18547700
META,2023-08-17,293.04998779296875,296.04998779296875,284.95001220703125,285.0899963378906,23950100
